name,rel_date,genres,rating,run_length,num_raters
A Star Is Born,2018-10-05,"Drama, Music, Romance",7.7,136,313113
Pitch Perfect,2012-10-05,"Comedy, Music, Romance",7.2,112,269390
School of Rock,2003-10-03,"Comedy, Music",7.1,109,260266
8 Mile,2002-11-08,"Drama, Music",7.1,110,243272
Some Like It Hot,1959-03-19,"Comedy, Music, Romance",8.2,121,236252
Dirty Dancing,1987-08-21,"Drama, Music, Romance",7.0,100,194794
Get Him to the Greek,2010-06-04,"Comedy, Music",6.4,109,167212
High Fidelity,2000-03-31,"Comedy, Drama, Music",7.5,113,164661
Wayne's World,1992-02-14,"Comedy, Music",7.0,94,140324
Begin Again,2014-07-11,"Comedy, Drama, Music",7.4,104,138458
Pitch Perfect 2,2015-05-15,"Comedy, Music",6.4,115,138421
Inside Llewyn Davis,2014-01-10,"Comedy, Drama, Music",7.5,104,134564
The Wedding Singer,1998-02-13,"Comedy, Music, Romance",6.8,97,131174
This Is Spinal Tap,1984-03-02,"Comedy, Music",7.9,82,125864
Billy Elliot,2000-11-10,"Drama, Music",7.7,110,122980
Rocketman,2019-05-31,"Biography, Drama, Music",7.3,121,120440
"Hail, Caesar!",2016-02-05,"Comedy, Drama, Music",6.3,106,120378
The Bodyguard,1992-11-25,"Action, Drama, Music",6.3,129,115475
If I Stay,2014-08-22,"Drama, Fantasy, Music",6.7,107,113203
Once,2007-06-15,"Drama, Music, Romance",7.8,86,108624
Step Up,2006-08-11,"Crime, Drama, Music",6.5,104,108504
Bill & Ted's Excellent Adventure,1989-02-17,"Adventure, Comedy, Music",6.9,90,107579
Pirate Radio,2009-11-13,"Comedy, Drama, Music",7.4,117,105802
Coyote Ugly,2000-08-04,"Comedy, Drama, Music",5.7,100,104700
Green Room,2016-05-13,"Horror, Music, Thriller",7.0,95,102334
August Rush,2007-11-21,"Drama, Music",7.5,114,101979
Yesterday,2019-06-28,"Comedy, Fantasy, Music",6.8,116,100978
Tenacious D in the Pick of Destiny,2006-11-22,"Adventure, Comedy, Music",6.8,93,99944
Music and Lyrics,2007-02-14,"Comedy, Music, Romance",6.5,104,94921
Nick and Norah's Infinite Playlist,2008-10-03,"Comedy, Drama, Music",6.6,90,87186
Three Colors: Blue,1993-09-08,"Drama, Music, Mystery",7.9,94,85415
To Rome With Love,2012-07-06,"Comedy, Music, Romance",6.3,112,82764
Crazy Heart,2010-02-05,"Drama, Music, Romance",7.2,112,82500
Sing Street,2016-03-17,"Comedy, Drama, Music",7.9,106,81933
The Doors,1991-03-01,"Biography, Drama, Music",7.2,140,81792
La Vie En Rose,2007-07-20,"Biography, Drama, Music",7.6,140,80970
The Last Song,2010-03-31,"Drama, Music, Romance",6.0,107,79196
Step Up 2: The Streets,2008-02-14,"Drama, Music, Romance",6.2,98,78573
The Piano,1994-02-11,"Drama, Music, Romance",7.6,121,76889
Burlesque,2010-11-24,"Drama, Music",6.4,119,76164
Frank,2014-09-05,"Comedy, Drama, Music",7.0,95,73451
Youth,2015-12-04,"Comedy, Drama, Music",7.3,124,69311
Saturday Night Fever,1977-12-16,"Drama, Music",6.8,118,68890
Footloose,1984-02-17,"Drama, Music, Romance",6.6,107,67658
Dreamgirls,2006-12-25,"Drama, Music",6.5,130,67216
Walk Hard: The Dewey Cox Story,2007-12-21,"Comedy, Drama, Music",6.8,96,65673
That Thing You Do!,1996-10-04,"Comedy, Drama, Music",6.9,108,60721
Control,2007-09-26,"Biography, Drama, Music",7.7,122,60379
Black Snake Moan,2007-03-02,"Drama, Music",6.9,116,60135
Coffee and Cigarettes,2004-06-11,"Comedy, Drama, Music",7.1,95,58500
Top Secret!,1984-06-08,"Comedy, Music",7.2,90,58341
The Legend of 1900,1998-10-28,"Drama, Music, Romance",8.1,169,56898
Save the Last Dance,2001-01-12,"Drama, Music, Romance",6.2,112,56061
A Night at the Roxbury,1998-10-02,"Comedy, Music, Romance",6.3,82,55885
The Chorus,2004-03-17,"Drama, Music",7.9,97,55837
I'm Not There,2007-12-07,"Biography, Drama, Music",6.9,135,55709
Pitch Perfect 3,2017-12-22,"Comedy, Music",5.8,93,52949
Popstar: Never Stop Never Stopping,2016-06-03,"Comedy, Music",6.7,87,52196
Magic Mike XXL,2015-07-01,"Comedy, Drama, Music",5.6,115,50888
The Soloist,2009-04-24,"Biography, Drama, Music",6.7,117,50593
Shine,1997-02-14,"Biography, Drama, Music",7.7,105,50286
The Producers,1968-11-10,"Comedy, Music",7.6,88,48678
Empire Records,1995-10-20,"Comedy, Drama, Music",6.7,90,48158
Departures,2009-06-19,"Drama, Music",8.1,130,47355
Flashdance,1983-04-15,"Drama, Music, Romance",6.2,95,46132
The Runaways,2010-04-08,"Biography, Drama, Music",6.5,106,45492
"The Adventures of Priscilla, Queen of the Desert",1994-08-10,"Comedy, Music",7.4,104,45319
Footloose,2011-10-14,"Comedy, Drama, Music",5.9,113,45304
Climax,2018-09-19,"Drama, Horror, Music",7.1,97,45193
Honey,2003-12-05,"Drama, Music, Romance",5.4,94,42673
Shall We Dance,2004-10-15,"Comedy, Drama, Music",6.1,106,42622
Rab Ne Bana Di Jodi,2008-12-12,"Comedy, Drama, Music",7.2,167,42474
Rock Star,2001-09-07,"Drama, Music",6.3,105,40198
The Double Life of Véronique,1991-11-22,"Drama, Fantasy, Music",7.8,98,39948
Behind The Candelabra,2013-06-07,"Biography, Drama, Music",7.0,118,39655
A Hard Day's Night,1964-07-07,"Comedy, Music",7.6,87,39081
Hustle & Flow,2005-07-22,"Crime, Drama, Music",7.3,116,38021
Rockstar,2011-11-11,"Drama, Music",7.7,159,37740
Eurovision Song Contest: The Story of Fire Saga,2020-06-26,"Comedy, Music",6.6,123,37498
The Rocker,2008-08-20,"Comedy, Music",6.2,102,36300
Love & Mercy,2015-06-19,"Biography, Drama, Music",7.4,121,34933
Mr. Holland's Opus,1996-01-19,"Drama, Music",7.3,143,34755
Detroit Rock City,1999-08-13,"Comedy, Music",6.9,95,34741
Velvet Goldmine,1998-10-23,"Drama, Music",7.0,118,33100
Spice World,1998-01-23,"Comedy, Music",3.5,93,32688
Captain Corelli's Mandolin,2001-08-17,"Drama, Music, Romance",5.9,131,32402
Jersey Boys,2014-06-20,"Biography, Drama, Music",6.8,134,32133
Sweet and Lowdown,2000-03-10,"Comedy, Drama, Music",7.2,95,31584
The Commitments,1991-09-13,"Comedy, Drama, Music",7.6,118,31338
Hedwig and the Angry Inch,2001-08-31,"Comedy, Drama, Music",7.7,95,31272
The Red Violin,1999-06-11,"Drama, Music, Mystery",7.6,130,31107
54,1998-08-28,"Drama, Music",5.9,93,31071
The Prestige,2006-10-20,"Drama, Mystery, Sci-Fi",8.5,130,1144521
Memento,2001-05-25,"Mystery, Thriller",8.4,113,1090298
Shutter Island,2010-02-19,"Mystery, Thriller",8.1,138,1086350
The Usual Suspects,1995-08-16,"Crime, Mystery, Thriller",8.5,106,961814
The Sixth Sense,1999-08-06,"Drama, Mystery, Thriller",8.1,107,888925
Donnie Darko,2002-01-30,"Drama, Mystery, Sci-Fi",8.0,113,724912
The Hunger Games: Catching Fire,2013-11-22,"Action, Adventure, Mystery",7.5,146,600100
The Bourne Ultimatum,2007-08-03,"Action, Mystery, Thriller",8.0,115,595435
Now You See Me,2013-05-31,"Crime, Mystery, Thriller",7.3,115,581644
Prisoners,2013-09-20,"Crime, Drama, Mystery",8.1,153,575040
12 Monkeys,1996-01-05,"Mystery, Sci-Fi, Thriller",8.0,129,565403
Prometheus,2012-06-08,"Adventure, Mystery, Sci-Fi",7.0,124,557990
Minority Report,2002-06-21,"Action, Crime, Mystery",7.6,145,495547
The Hateful Eight,2015-12-30,"Crime, Drama, Mystery",7.8,168,493754
Source Code,2011-04-01,"Action, Drama, Mystery",7.5,93,474236
Ex Machina,2015-04-24,"Drama, Mystery, Sci-Fi",7.7,108,458187
Hot Fuzz,2007-04-20,"Action, Comedy, Mystery",7.8,121,450223
Zodiac,2007-03-02,"Crime, Drama, Mystery",7.7,157,436901
Blade Runner 2049,2017-10-06,"Action, Drama, Mystery",8.0,164,434995
The Conjuring,2013-07-19,"Horror, Mystery, Thriller",7.5,112,427069
The Bourne Supremacy,2004-07-23,"Action, Mystery, Thriller",7.7,108,424855
Divergent,2014-03-21,"Action, Adventure, Mystery",6.7,139,416400
Sherlock Holmes: A Game of Shadows,2011-12-16,"Action, Adventure, Mystery",7.5,129,411748
Mystic River,2003-10-15,"Crime, Drama, Mystery",7.9,138,409000
The Maze Runner,2014-09-19,"Action, Mystery, Sci-Fi",6.8,113,406551
The Da Vinci Code,2006-05-19,"Mystery, Thriller",6.6,149,390693
Citizen Kane,1941-09-05,"Drama, Mystery",8.3,119,386235
Unbreakable,2000-11-22,"Drama, Mystery, Sci-Fi",7.3,106,377965
Vertigo,1958-05-22,"Mystery, Romance, Thriller",8.3,128,348553
The Lives of Others,2007-03-30,"Drama, Mystery, Thriller",8.4,137,346768
Cloud Atlas,2012-10-26,"Action, Drama, Mystery",7.4,172,338490
The Game,1997-09-12,"Drama, Mystery, Thriller",7.8,129,334123
Super 8,2011-06-10,"Mystery, Sci-Fi, Thriller",7.0,112,332878
Signs,2002-08-02,"Drama, Mystery, Sci-Fi",6.7,106,330229
Inside Man,2006-03-24,"Crime, Drama, Mystery",7.6,129,329267
The Others,2001-08-10,"Horror, Mystery, Thriller",7.6,104,328626
Moon,2009-07-10,"Drama, Mystery, Sci-Fi",7.9,97,327607
Sleepy Hollow,1999-11-19,"Fantasy, Horror, Mystery",7.3,105,320863
The Devil's Advocate,1997-10-17,"Drama, Mystery, Thriller",7.5,144,319323
Mulholland Drive,2001-10-19,"Drama, Mystery, Thriller",8.0,147,309859
National Treasure,2004-11-19,"Action, Adventure, Mystery",6.9,131,297865
Eyes Wide Shut,1999-07-16,"Drama, Mystery, Thriller",7.4,159,291877
Salt,2010-07-23,"Action, Mystery, Thriller",6.4,100,289816
North by Northwest,1959-09-26,"Adventure, Mystery, Thriller",8.3,136,289249
Chinatown,1974-06-20,"Drama, Mystery, Thriller",8.2,130,284178
10 Cloverfield Lane,2016-03-11,"Drama, Horror, Mystery",7.2,103,280920
Scream,1996-12-20,"Horror, Mystery",7.2,111,276756
Insidious,2011-04-01,"Horror, Mystery, Thriller",6.8,103,269842
Insomnia,2002-05-24,"Drama, Mystery, Thriller",7.2,118,266499
Angels & Demons,2009-05-15,"Action, Mystery, Thriller",6.7,138,266342
Contact,1997-07-11,"Drama, Mystery, Sci-Fi",7.4,150,247426
Non-Stop,2014-02-28,"Action, Mystery, Thriller",6.9,106,245364
Gone Baby Gone,2007-10-19,"Crime, Drama, Mystery",7.6,114,244160
Unknown,2011-02-18,"Action, Mystery, Thriller",6.8,113,243861
Vanilla Sky,2001-12-14,"Fantasy, Mystery, Romance",6.9,136,243022
Atonement,2008-01-11,"Drama, Mystery, Romance",7.8,123,241597
The Village,2004-07-30,"Drama, Mystery, Thriller",6.5,108,237425
Saw II,2005-10-28,"Horror, Mystery",6.6,93,227844
The Blair Witch Project,1999-07-30,"Horror, Mystery",6.5,81,226136
The Fountain,2006-11-22,"Drama, Mystery, Romance",7.2,97,224147
Identity,2003-04-25,"Mystery, Thriller",7.3,90,221013
Knowing,2009-03-20,"Action, Drama, Mystery",6.2,121,216703
Paranormal Activity,2009-10-16,"Horror, Mystery, Thriller",6.3,86,216061
Disturbia,2007-04-13,"Crime, Drama, Mystery",6.8,105,215909
The Conjuring 2,2016-06-10,"Horror, Mystery, Thriller",7.3,134,215865
Hereditary,2018-06-08,"Drama, Horror, Mystery",7.3,127,214954
National Treasure: Book of Secrets,2007-12-21,"Action, Adventure, Mystery",6.5,124,214171
The Girl with the Dragon Tattoo,2010-04-30,"Crime, Drama, Mystery",7.8,152,205262
Cube,1998-07-11,"Drama, Mystery, Sci-Fi",7.2,90,204760
Us,2019-03-22,"Horror, Mystery, Thriller",6.9,116,204739
It Follows,2015-03-13,"Horror, Mystery, Thriller",6.8,100,201012
Murder on the Orient Express,2017-11-10,"Crime, Drama, Mystery",6.5,114,200486
Wind River,2017-08-18,"Crime, Drama, Mystery",7.7,107,193037
The Happening,2008-06-13,"Drama, Mystery, Sci-Fi",5.0,91,192408
The Number 23,2007-02-23,"Crime, Mystery, Thriller",6.4,98,190439
The Secret in Their Eyes,2010-05-21,"Drama, Mystery, Romance",8.2,129,186147
Orphan,2009-07-24,"Horror, Mystery, Thriller",6.9,123,186073
Dark City,1998-02-27,"Mystery, Sci-Fi, Thriller",7.6,100,184177
Tinker Tailor Soldier Spy,2012-01-06,"Drama, Mystery, Thriller",7.1,122,182571
Forrest Gump,1994-07-06,Romance,8.8,142,1741481
Titanic,1997-12-19,Romance,7.8,194,1017379
Eternal Sunshine of the Spotless Mind,2004-03-19,Romance,8.3,108,882688
Good Will Hunting,1998-01-09,Romance,8.3,126,830366
The Curious Case of Benjamin Button,2008-12-25,Romance,7.8,166,572320
Her,2014-01-10,Romance,8.0,126,518426
Cast Away,2000-12-22,Romance,7.8,143,506482
Casablanca,1943-01-23,Romance,8.5,102,506322
The Notebook,2004-06-25,Romance,7.8,123,503964
The Great Gatsby,2013-05-10,Romance,7.2,143,462941
The Perks of Being a Wallflower,2012-10-12,Romance,8.0,103,448222
Edward Scissorhands,1990-12-14,Romance,7.9,105,434955
Twilight,2008-11-21,Romance,5.2,122,413326
The Theory of Everything,2014-11-26,Romance,7.7,123,387452
Vertigo,1958-05-22,Romance,8.3,128,348647
Passengers,2016-12-21,Romance,7.0,116,337271
The Fault in Our Stars,2014-06-06,Romance,7.7,126,334274
50 First Dates,2004-02-13,"Comedy, Romance",6.8,99,318838
Brokeback Mountain,2006-01-13,Romance,7.7,134,315187
A Star Is Born,2018-10-05,Romance,7.7,136,313248
Up in the Air,2009-12-23,"Comedy, Romance",7.4,109,312919
50_50,2011-09-30,"Comedy, Romance",7.6,100,310708
Moonrise Kingdom,2012-06-29,"Comedy, Romance",7.8,94,309368
Meet the Parents,2000-10-06,"Comedy, Romance",7.0,108,304804
Fifty Shades of Grey,2015-02-13,Romance,4.1,125,291846
Hitch,2005-02-11,"Comedy, Romance",6.6,118,290474
10 Things I Hate About You,1999-03-31,"Comedy, Romance",7.3,97,287665
The Proposal,2009-06-19,"Comedy, Romance",6.7,108,287564
There's Something About Mary,1998-07-15,"Comedy, Romance",7.1,119,284962
Pretty Woman,1990-03-23,"Comedy, Romance",7.0,119,279357
Pitch Perfect,2012-10-05,"Comedy, Romance",7.2,112,269450
As Good as It Gets,1997-12-25,"Comedy, Romance",7.7,139,268396
Notting Hill,1999-05-28,"Comedy, Romance",7.1,124,263330
Moulin Rouge!,2001-06-01,Romance,7.6,127,261663
Bridesmaids,2011-05-13,"Comedy, Romance",6.8,125,261604
Before Sunrise,1995-01-27,Romance,8.1,101,259505
Forgetting Sarah Marshall,2008-04-18,"Comedy, Romance",7.1,111,257218
The Graduate,1967-12-21,"Comedy, Romance",8.0,106,248509
Meet the Fockers,2004-12-22,"Comedy, Romance",6.3,115,247839
Annie Hall,1977-04-20,"Comedy, Romance",8.0,93,247004
Pride & Prejudice,2005-11-23,Romance,7.8,129,244775
Vanilla Sky,2001-12-14,Romance,6.9,136,243067
Atonement,2008-01-11,Romance,7.8,123,241646
The Adjustment Bureau,2011-03-04,Romance,7.0,106,238519
Vicky Cristina Barcelona,2008-08-15,"Comedy, Romance",7.1,96,237781
Some Like It Hot,1959-03-19,"Comedy, Romance",8.2,121,236307
Jerry Maguire,1996-12-13,"Comedy, Romance",7.3,139,235416
The Holiday,2006-12-08,"Comedy, Romance",6.9,136,235047
Grease,1978-06-16,Romance,7.2,110,230215
The Reader,2009-01-30,Romance,7.6,124,226284
Before Sunset,2004-07-30,Romance,8.0,80,226255
The Artist,2012-01-20,"Comedy, Romance",7.9,100,226187
Don Jon,2013-09-27,"Comedy, Romance",6.5,90,224896
The Fountain,2006-11-22,Romance,7.2,97,224185
Marriage Story,2019-12-06,"Comedy, Romance",8.0,137,219894
Bridget Jones's Diary,2001-04-13,"Comedy, Romance",6.7,97,218715
The Beach,2000-02-11,Romance,6.7,119,218197
Warm Bodies,2013-02-01,"Comedy, Romance",6.9,98,215679
Just Go with It,2011-02-11,"Comedy, Romance",6.4,117,215475
Singin' in the Rain,1952-04-11,"Comedy, Romance",8.3,103,211370
Mr. Nobody,2013-09-26,Romance,7.8,141,210352
Meet Joe Black,1998-11-13,Romance,7.2,178,208791
Mamma Mia!,2008-07-18,"Comedy, Romance",6.4,108,208596
No Strings Attached,2011-01-21,"Comedy, Romance",6.2,108,208289
The Lobster,2015-10-16,"Comedy, Romance",7.2,119,207454
Garden State,2004-08-20,"Comedy, Romance",7.4,102,204812
How to Lose a Guy in 10 Days,2003-02-07,"Comedy, Romance",6.4,116,203365
Match Point,2006-01-20,Romance,7.6,124,201777
True Romance,1993-09-10,Romance,7.9,119,200842
The Ugly Truth,2009-07-24,"Comedy, Romance",6.4,96,199488
Closer,2004-12-03,Romance,7.2,104,198838
The Girl Next Door,2004-04-09,"Comedy, Romance",6.7,109,197489
Me Before You,2016-06-03,Romance,7.4,106,197474
P.S. I Love You,2007-12-21,"Comedy, Romance",7.0,126,197346
Call Me by Your Name,2018-01-19,Romance,7.9,132,195583
A Walk to Remember,2002-01-25,Romance,7.4,101,195515
Dirty Dancing,1987-08-21,Romance,7.0,100,194838
"I Love You, Man",2009-03-20,"Comedy, Romance",7.0,105,191014
Ghost,1990-07-13,Romance,7.0,127,190746
Revolutionary Road,2009-01-23,Romance,7.3,119,190069
When Harry Met Sally...,1989-07-21,"Comedy, Romance",7.6,95,189079
Bad Teacher,2011-06-24,"Comedy, Romance",5.6,92,189027
Inception,2010-07-16,"Action, Adventure, Sci-Fi",8.8,148,1981688
The Matrix,1999-03-31,"Action, Sci-Fi",8.7,136,1619772
Interstellar,2014-11-07,"Adventure, Drama, Sci-Fi",8.6,169,1430810
The Avengers,2012-05-04,"Action, Adventure, Sci-Fi",8.0,143,1236053
Back to the Future,1985-07-03,"Adventure, Comedy, Sci-Fi",8.5,116,1015026
V for Vendetta,2006-03-17,"Action, Drama, Sci-Fi",8.2,132,1002950
Terminator 2: Judgment Day,1991-07-03,"Action, Sci-Fi",8.5,137,968511
Iron Man,2008-05-02,"Action, Adventure, Sci-Fi",7.9,126,915644
The Truman Show,1998-06-05,"Comedy, Drama, Sci-Fi",8.1,103,901077
Eternal Sunshine of the Spotless Mind,2004-03-19,"Drama, Romance, Sci-Fi",8.3,108,882500
Star Wars: Episode VII - The Force Awakens,2015-12-18,"Action, Adventure, Sci-Fi",7.9,138,841239
Jurassic Park,1993-06-11,"Action, Adventure, Sci-Fi",8.1,127,836798
The Hunger Games,2012-03-23,"Action, Adventure, Sci-Fi",7.2,142,826508
Avengers: Infinity War,2018-04-27,"Action, Adventure, Sci-Fi",8.4,149,784785
The Terminator,1984-10-26,"Action, Sci-Fi",8.0,107,779037
Alien,1979-06-22,"Horror, Sci-Fi",8.4,117,762796
Gravity,2013-10-04,"Drama, Sci-Fi, Thriller",7.7,91,751308
Iron Man 3,2013-05-03,"Action, Adventure, Sci-Fi",7.2,130,735571
A Clockwork Orange,1972-02-02,"Crime, Drama, Sci-Fi",8.3,136,735084
The Martian,2015-10-02,"Adventure, Drama, Sci-Fi",8.0,144,734927
Avengers: Age of Ultron,2015-05-01,"Action, Adventure, Sci-Fi",7.3,141,717523
Captain America: The Winter Soldier,2014-04-04,"Action, Adventure, Sci-Fi",7.7,136,714448
Iron Man 2,2010-05-07,"Action, Adventure, Sci-Fi",7.0,124,701924
Man of Steel,2013-06-14,"Action, Adventure, Sci-Fi",7.0,143,675231
Blade Runner,1982-06-25,"Action, Sci-Fi, Thriller",8.1,117,673129
Spider-Man,2002-05-03,"Action, Adventure, Sci-Fi",7.3,121,671754
X-Men: Days of Future Past,2014-05-23,"Action, Adventure, Sci-Fi",8.0,132,647272
Captain America: Civil War,2016-05-06,"Action, Adventure, Sci-Fi",7.8,147,638736
Aliens,1986-07-18,"Action, Adventure, Sci-Fi",8.3,137,635166
X-Men: First Class,2011-06-03,"Action, Adventure, Sci-Fi",7.7,131,634152
District 9,2009-08-14,"Action, Sci-Fi, Thriller",7.9,112,627698
Logan,2017-03-03,"Action, Drama, Sci-Fi",8.1,137,621181
Batman v Superman: Dawn of Justice,2016-03-25,"Action, Adventure, Sci-Fi",6.4,151,608230
Black Panther,2018-02-16,"Action, Adventure, Sci-Fi",7.3,134,587394
Transformers,2007-07-03,"Action, Adventure, Sci-Fi",7.0,144,586898
2001: A Space Odyssey,1968-05-12,"Adventure, Sci-Fi",8.3,149,582726
Edge of Tomorrow,2014-06-06,"Action, Adventure, Sci-Fi",7.9,113,581945
Star Trek,2009-05-08,"Action, Adventure, Sci-Fi",7.9,127,570082
Arrival,2016-11-11,"Drama, Mystery, Sci-Fi",7.9,116,569765
Jurassic World,2015-06-12,"Action, Adventure, Sci-Fi",7.0,124,566277
X-Men,2000-07-14,"Action, Adventure, Sci-Fi",7.4,104,559248
Rogue One: A Star Wars Story,2016-12-16,"Action, Adventure, Sci-Fi",7.8,133,534491
Spider-Man 2,2004-06-30,"Action, Adventure, Sci-Fi",7.3,127,529345
Looper,2012-09-28,"Action, Drama, Sci-Fi",7.4,113,523456
Her,2014-01-10,"Drama, Romance, Sci-Fi",8.0,126,518285
Independence Day,1996-07-03,"Action, Adventure, Sci-Fi",7.0,145,516794
Limitless,2011-03-18,"Sci-Fi, Thriller",7.4,105,516619
The Matrix Reloaded,2003-05-15,"Action, Sci-Fi",7.2,138,503185
X2: X-Men United,2003-05-02,"Action, Sci-Fi, Thriller",7.4,134,501727
Spider-Man: Homecoming,2017-07-07,"Action, Adventure, Sci-Fi",7.4,133,488800
Rise of the Planet of the Apes,2011-08-05,"Action, Drama, Sci-Fi",7.6,105,488751
"I, Robot",2004-07-16,"Action, Drama, Sci-Fi",7.1,115,488325
Spider-Man 3,2007-05-04,"Action, Adventure, Sci-Fi",6.2,139,486585
Oblivion,2013-04-19,"Action, Adventure, Sci-Fi",7.0,124,474456
X-Men: The Last Stand,2006-05-26,"Action, Adventure, Sci-Fi",6.7,104,473265
Back to the Future Part II,1989-11-22,"Adventure, Comedy, Sci-Fi",7.8,108,462381
Pacific Rim,2013-07-12,"Action, Adventure, Sci-Fi",6.9,131,458119
X-Men Origins: Wolverine,2009-05-01,"Action, Adventure, Sci-Fi",6.6,107,457518
Star Trek Into Darkness,2013-05-16,"Action, Adventure, Sci-Fi",7.7,132,457107
Children of Men,2007-01-05,"Drama, Sci-Fi, Thriller",7.9,109,452558
The Butterfly Effect,2004-01-23,"Drama, Sci-Fi, Thriller",7.6,113,441951
The Matrix Revolutions,2003-11-05,"Action, Sci-Fi",6.8,129,437028
Lucy,2014-07-25,"Action, Sci-Fi, Thriller",6.4,89,430676
The Incredible Hulk,2008-06-13,"Action, Adventure, Sci-Fi",6.7,112,423889
The Fifth Element,1997-05-09,"Action, Adventure, Sci-Fi",7.7,126,423434
The Wolverine,2013-07-26,"Action, Adventure, Sci-Fi",6.7,126,420261
Captain Marvel,2019-03-08,"Action, Adventure, Sci-Fi",6.9,123,417001
Elysium,2013-08-09,"Action, Drama, Sci-Fi",6.6,109,411958
The Amazing Spider-Man 2,2014-05-02,"Action, Adventure, Sci-Fi",6.6,142,407309
War of the Worlds,2005-06-29,"Adventure, Sci-Fi, Thriller",6.5,116,406710
The Day After Tomorrow,2004-05-28,"Action, Adventure, Sci-Fi",6.4,124,406360
The Hunger Games: Mockingjay - Part 1,2014-11-21,"Action, Adventure, Sci-Fi",6.6,123,401820
Back to the Future Part III,1990-05-25,"Adventure, Comedy, Sci-Fi",7.4,118,389699
Armageddon,1998-07-01,"Action, Adventure, Sci-Fi",6.7,151,387963
A Quiet Place,2018-04-06,"Drama, Horror, Sci-Fi",7.5,90,385789
X-Men: Apocalypse,2016-05-27,"Action, Adventure, Sci-Fi",6.9,144,381865
Transformers: Dark of the Moon,2011-06-29,"Action, Adventure, Sci-Fi",6.2,154,378545
Transformers: Revenge of the Fallen,2009-06-24,"Action, Adventure, Sci-Fi",6.0,149,377753
Terminator 3: Rise of the Machines,2003-07-02,"Action, Sci-Fi",6.3,109,369941
Godzilla,2014-05-16,"Action, Adventure, Sci-Fi",6.4,123,368278
The Lost World: Jurassic Park,1997-05-23,"Action, Adventure, Sci-Fi",6.6,129,367727
Predator,1987-06-12,"Action, Adventure, Sci-Fi",7.8,107,362463
In Time,2011-10-28,"Action, Sci-Fi, Thriller",6.7,109,361536
E.T. the Extra-Terrestrial,1982-06-11,Sci-Fi,7.8,115,359808
The Thing,1982-06-25,"Horror, Mystery, Sci-Fi",8.1,109,356790
Ready Player One,2018-03-29,"Action, Adventure, Sci-Fi",7.5,140,348661
2012,2009-11-13,"Action, Adventure, Sci-Fi",5.8,158,345451
Face_Off,1997-06-27,"Action, Crime, Sci-Fi",7.3,138,341453
Terminator Salvation,2009-05-21,"Action, Adventure, Sci-Fi",6.5,115,337484
The Big Lebowski,1998-03-06,"Comedy, Crime, Sport",8.1,117,705947
Million Dollar Baby,2005-01-28,"Drama, Sport",8.1,132,618907
Warrior,2011-09-09,"Action, Drama, Sport",8.2,140,424797
Rush,2013-09-27,"Biography, Drama, Sport",8.1,123,419381
Moneyball,2011-09-23,"Biography, Drama, Sport",7.6,133,350553
The Fighter,2010-12-17,"Biography, Drama, Sport",7.8,116,332122
Raging Bull,1980-12-19,"Biography, Drama, Sport",8.2,129,311228
The Wrestler,2009-01-30,"Drama, Sport",7.9,109,285261
The Blind Side,2009-11-20,"Biography, Drama, Sport",7.6,129,283759
Creed,2015-11-25,"Drama, Sport",7.6,133,240217
Dodgeball,2004-06-18,"Comedy, Sport",6.7,92,224256
Southpaw,2015-07-24,"Drama, Sport",7.4,124,211731
Remember the Titans,2000-09-29,"Biography, Drama, Sport",7.8,113,193013
Happy Gilmore,1996-02-16,"Comedy, Sport",7.0,92,191082
Rocky II,1979-06-15,"Drama, Sport",7.3,119,185752
Rocky IV,1985-11-27,"Drama, Sport",6.9,91,181314
Rocky III,1982-05-28,"Drama, Sport",6.8,99,168581
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,"Comedy, Sport",6.6,108,163181
The Longest Yard,2005-05-27,"Comedy, Crime, Sport",6.4,113,158464
Blades of Glory,2007-03-30,"Comedy, Sport",6.3,93,154489
The Waterboy,1998-11-06,"Comedy, Sport",6.1,90,145024
She's the Man,2006-03-17,"Comedy, Romance, Sport",6.3,105,142831
Unbroken,2014-12-25,"Biography, Drama, Sport",7.2,137,141389
Green Street Hooligans,2005-09-09,"Crime, Drama, Sport",7.5,109,139282
Foxcatcher,2015-01-16,"Biography, Drama, Sport",7.0,134,131688
Rocky V,1990-11-16,"Drama, Sport",5.3,104,123555
Coach Carter,2005-01-14,"Biography, Drama, Sport",7.3,136,122248
Any Given Sunday,1999-12-22,"Drama, Sport",6.9,162,110159
Caddyshack,1980-07-25,"Comedy, Sport",7.3,98,102192
Creed II,2018-11-21,"Drama, Sport",7.1,130,97820
Never Back Down,2008-03-14,"Action, Drama, Sport",6.6,113,94170
Ali,2001-12-25,"Biography, Drama, Sport",6.8,157,91667
The Hurricane,2000-01-14,"Biography, Drama, Sport",7.6,146,89663
Bring It On,2000-08-25,"Comedy, Romance, Sport",6.0,98,84978
Here Comes the Boom,2012-10-12,"Action, Comedy, Sport",6.4,105,84309
Concussion,2015-12-25,"Biography, Drama, Sport",7.1,123,83455
Goon,2012-02-24,"Comedy, Drama, Sport",6.8,92,82574
42,2013-04-12,"Biography, Drama, Sport",7.5,128,81640
Nacho Libre,2006-06-16,"Comedy, Sport",5.7,92,79678
Semi-Pro,2008-02-29,"Comedy, Sport",5.8,91,77162
